trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
174,False,"{'a': 0.5, 'e': 0.17728440996987782}",25,16,9.665074574228765,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.17552040061699686}",25,17,12.184406342160852,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.17377394345044514}",25,11,-15.715950410435687,"{0: 12, 1: 0, 2: 0, 3: 2, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.17204486382305054}",30,18,22.98080589211278,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.17033298882540943}",20,3,17.199351604151246,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.1686381472685955}",25,10,-0.7249976696302989,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.1669601696670407}",30,18,21.012997305763594,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.16529888822158653}",20,0,8.152992110838092,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
182,False,"{'a': 0.5, 'e': 0.16365413680270405}",25,15,21.522863776236157,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.16202575093388075}",30,20,19.188621863666803,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.16041356777517274}",20,12,-23.403943392980658,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
185,False,"{'a': 0.5, 'e': 0.15881742610692068}",20,6,20.95531874688711,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.1572371663136276}",20,13,7.074457205030189,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.1556726303679973}",35,20,23.785482387314026,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.1541236618151314}",25,11,20.985871403344547,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.15259010575688386}",20,14,5.954531100878945,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.15107180883637084}",25,5,-27.5885037363837,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.14956861922263504}",20,3,26.792661143544645,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14808038659546244}",25,16,18.756454080943016,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.14660696213035015}",20,10,1.5437325038383127,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.14514819848362373}",25,15,21.079206988047,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.14370394977770293}",25,15,17.929056484391545,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.1422740715865136}",25,0,10.691579819811293,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
197,False,"{'a': 0.5, 'e': 0.140858420921045}",25,12,11.076474759309388,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.13945685621505094}",30,18,20.900474110994505,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.13806923731089282}",25,13,24.57204720775298,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.13669542544552385}",20,15,9.745829203535168,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.1353352832366127}",25,13,-20.994833253104698,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
202,False,"{'a': 0.5, 'e': 0.13398867466880493}",35,19,30.316077925471763,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.13265546508012172}",25,11,-0.4692136107082221,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.13133552114849303}",30,16,-1.1283459158512565,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.1300287108784259}",20,6,20.325498624125114,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.12873490358780423}",20,11,6.930448648204007,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.12745396989482075}",25,16,3.6029758214389247,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.12618578170503877}",20,8,22.56996316241793,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.12493021219858241}",25,14,15.82275986083393,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.12368713581745483}",30,22,10.825889446715102,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.1224564282529819}",25,13,25.116277026119132,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.12123796643338168}",25,4,34.06010720455981,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.12003162851145673}",20,10,19.76060712838868,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.11883729385240965}",30,8,25.79013718180471,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.11765484302177918}",20,10,18.53405736755582,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.11648415777349697}",20,8,20.973012710759555,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.11532512103806251}",25,12,26.329100162994315,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.1141776169108365}",20,11,19.48587562123677,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.11304153064044985}",25,14,9.599009371138784,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.11191674861732888}",20,10,15.39153413615147,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.11080315836233387}",25,6,10.11425896177391,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.10970064851551141}",20,1,10.213679437006313,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.10860910882495796}",30,16,22.829305495706052,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.10752843013579495}",25,13,8.617373183156722,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.1064585043792528}",20,14,11.993799483906432,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.10539922456186433}",20,12,18.73577291318377,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.104350484754765}",20,8,-3.929197862999636,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.1033121800831002}",20,0,28.605146385061573,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
229,False,"{'a': 0.5, 'e': 0.10228420671553744}",20,7,8.534167018981277,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.1012664618538834}",20,10,-26.88345642357486,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
231,False,"{'a': 0.5, 'e': 0.1002588437228037}",25,18,13.441992852862104,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.09926125155964566}",20,1,29.65403213604982,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.09827358560436154}",25,13,19.90983920986366,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.09729574708953276}",35,19,20.799442272659224,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.09632763823049303}",20,10,17.88169944779265,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.09536916221554961}",25,12,19.447257216890687,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.09442022319630235}",20,0,28.20264959221274,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
238,False,"{'a': 0.5, 'e': 0.09348072627805847}",30,16,28.58958381000485,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.09255057751034329}",20,8,16.232706709004713,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.09162968387750484}",20,9,21.956163821258674,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.09071795328941251}",30,10,30.325640416741734,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.08981529457224763}",30,24,14.490030111019667,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.08892161745938634}",30,23,12.013441487651772,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.08803683258237255}",20,2,30.698834185754986,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.0871608514619813}",25,11,21.856715112203307,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.0862935864993705}",20,7,11.81912009083549,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.08543495096732123}",20,15,10.035639776682666,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.08458485900156469}",25,9,28.395242524315616,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.08374322559219596}",30,16,13.613327745105797,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.08290996657517266}",20,4,24.963253576696157,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.0820849986238988}",35,15,36.786890877012745,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.08126823924089167}",20,4,14.887979008945855,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.08045960674953244}",20,8,22.17569956980675,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.07965902028589801}",20,0,28.36737484603221,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
255,False,"{'a': 0.5, 'e': 0.07886639979067495}",25,8,33.73758242346141,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.07808166600115313}",20,15,9.087303676378475,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.07730474044329974}",20,6,-20.641112781011227,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
258,False,"{'a': 0.5, 'e': 0.07653554542391151}",20,8,3.0831769810710705,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.07577400402284548}",35,22,25.11865444372258,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.07502004008532698}",20,14,12.601238563583571,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.07427357821433388}",25,12,28.323365108993897,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.0735345437630571}",20,10,7.150543127826904,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.07280286282743559}",25,16,18.497963283316498,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.0720784622387661}",25,5,-32.67199159489182,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
265,False,"{'a': 0.5, 'e': 0.07136126955638605}",30,11,37.70144940185463,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.0706512130604296}",20,6,-0.09154797890487831,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.06994822174465536}",25,17,15.404739414583576,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.069252225309346}",25,8,7.522826606075921,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.06856315415427791}",20,8,22.44318756319175,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06788093937176144}",20,14,12.55777598641651,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06720551273974976}",25,8,29.006059690652094,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.06653680671501686}",20,5,23.230406348363825,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.06587475442640295}",20,8,22.84720519072185,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06521928966812753}",25,16,18.125780125088102,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.06457034689316847}",25,18,9.563432932410468,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.06392786120670757}",25,6,-8.760861961592678,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
277,False,"{'a': 0.5, 'e': 0.0632917683596407}",20,16,6.09674194650251,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.06266200474215315}",20,8,19.636889040008974,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.06203850737735829}",25,17,16.556066930592234,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.06142121391500013}",20,11,14.74432675542072,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.06081006262521795}",20,12,-9.39715625299496,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.06020499239237354}",20,14,11.654417877193946,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.05960594270893937}",20,6,21.991332225098287,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.05901285366944784}",25,12,21.33728035947821,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.05842566596450083}",20,8,21.033493915620692,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.057844320874838456}",25,11,23.858293868813966,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.05726876026546736}",20,9,20.713092156469735,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.0566989265798469}",30,11,34.825398357068565,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.056134762834133725}",25,9,29.10036858378696,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.05557621261148306}",25,16,5.00930316847016,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.05502322005640723}",25,7,26.05637663523591,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.05447572986918986}",30,21,17.766945019971313,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.05393368730035602}",30,16,26.414388496526104,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.053397038145197084}",25,8,27.174389345888873,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.05286572873835037}",20,14,11.278800498782878,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.05233970594843238}",20,6,19.657287041240522,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.05181891717272583}",20,13,14.648535002727662,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.05130331033191911}",20,2,24.08606703708791,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.0507928338648985}",25,13,20.472370869409044,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.050287436723591865}",20,13,14.163228577898334,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.049787068367863944}",20,0,26.804619199398907,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
302,False,"{'a': 0.5, 'e': 0.04929167876046215}",30,24,9.260488323985612,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.04880121836201296}",30,12,34.54254785312185,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.04831563812606777}",20,11,17.408781727121482,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.04783488949419837}",25,18,13.242297127555203,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.04735892439114091}",25,17,15.16914559229692,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.046887695219988486}",25,14,23.547455831558374,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.04642115485743125}",25,18,0.1822279262792823,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.045959256649044204}",20,0,29.269348539331475,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.04550195440462157}",25,16,18.626365609212243,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.0450492023935578}",25,19,10.525514725592753,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.044600955340274535}",25,17,15.316432113783526,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.04415716841969286}",25,7,28.011438226243598,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.04371779725275094}",20,6,13.72003063146478,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.043282797901965896}",35,10,37.206167166475915,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.04285212686704019}",25,14,22.094253806131483,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.042425741080511385}",20,13,12.343762634695194,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.04200359790344555}",20,11,19.198675407555026,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.04158565512117316}",25,14,23.08271318508992,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.04117187093906774}",20,0,33.27001221548805,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
321,False,"{'a': 0.5, 'e': 0.04076220397836621}",30,21,17.992640927165393,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.04035661327203115}",20,16,8.573433888196774,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.039955058260653896}",25,13,21.46180612548706,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.039557498788398725}",20,16,8.763079549176389,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.039163895098987066}",30,16,23.614428986765375,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.03877420783172201}",20,13,6.143651465799847,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.038388398017552054}",25,0,36.15890437466838,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
328,False,"{'a': 0.5, 'e': 0.038006427075174314}",20,14,-1.1823976632113506,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.0376282568071762}",30,20,21.594112550428108,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.03725384939621581}",20,0,18.68141434704081,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
331,False,"{'a': 0.5, 'e': 0.036883167401239994}",25,2,28.225800899871693,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.0365161737537404}",25,12,-15.511601104373321,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
333,False,"{'a': 0.5, 'e': 0.03615283175404641}",20,5,27.185899768610557,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.0357931050676553}",20,12,16.616589533316553,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.03543695772159864}",25,10,28.449430713656923,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.035084354100845025}",25,13,-2.1036114954876868,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.03473525894473856}",30,7,32.274595003065514,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.03438963734347271}",25,17,17.203208215563972,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.034047454734599344}",20,10,18.809486242405445,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.033708676899572396}",25,15,19.693263394959,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.03337326996032608}",25,3,39.278543066080644,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.03304120037588693}",20,11,18.608604625422593,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.03271243493901982}",35,25,14.655406284933289,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.03238694077290704}",25,19,12.178940840026666,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.03206468532786077}",20,6,28.072412491594044,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.03174563637806794}",20,11,15.392857011317464,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.03142976201836771}",20,4,22.695178877664986,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.03111703066106086}",25,15,20.77227367533796,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.030807411032751076}",30,21,18.597782026804545,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.030500872171217483}",20,15,10.748410198025445,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.0301973834223185}",25,16,14.844992898914487,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.029896914436926308}",25,0,41.73131040742498,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
353,False,"{'a': 0.5, 'e': 0.029599435167892}",20,6,24.513023730415917,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.029304915867040746}",25,17,15.545825184740485,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.029013327082197053}",35,20,28.20205266428955,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.028724639654239423}",20,6,12.17984236813981,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.028438824714184505}",35,21,27.52172251602815,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.028155853680300096}",25,10,27.78351349663215,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
