Date,Price,eth_tx,eth_address,eth_supply,eth_marketcap,eth_hashrate,eth_difficulty,eth_blocks,eth_blocksize,eth_blocktime,eth_gasprice,eth_gaslimit,eth_gasused
5/7/2017,94.21,106631,1758488,91406355.03,8268.618876,23766.8199,353.593,5718,3322,15.07,22863576069,4299139,4383783590
5/6/2017,96.65,95014,1739516,91376474.88,8664.317348,23416.8712,349.26,5678,2934,15.14,22254507120,4289623,3895528821
5/5/2017,91.5,108514,1724130,91346771.44,8293.373379,23427.2382,349.788,5675,3171,15.15,22905913235,4287636,3703774549
5/4/2017,99.2,114877,1708629,91317072.53,8634.029208,22403.1399,336.421,5649,3351,15.25,22523480694,4285326,4146025194
5/3/2017,85.79,97334,1690254,91287645.97,7336.788107,22633.4701,339.479,5649,3028,15.21,22182605256,4288653,3466927160
5/2/2017,82.01,110354,1678680,91258093.31,7049.687708,22218.5493,335.2,5619,3461,15.29,22975461233,4288820,4635194345
5/1/2017,81.4,112202,1663543,91228656.91,7072.95777,22307.6652,336.173,5624,3544,15.32,22989649815,4289999,4407350348
4/30/2017,83.51,95202,1647543,91199299.41,7280.440072,22071.893,332.584,5648,3064,15.25,22541845100,4285640,3369941640
4/29/2017,73.55,91335,1635440,91169930.81,6368.219667,22674.7072,342.092,5626,2793,15.29,22799209590,4286304,3072854430
4/28/2017,76,106193,1624667,91140713.16,6600.410447,22094.2863,328.633,5697,3178,15.12,22130700584,4291332,3606508681
4/27/2017,68,104494,1612349,91111031.13,5749.106064,20819.5764,313.696,5642,3095,15.25,22377947330,4281196,3855782843
4/26/2017,57.31,89642,1596565,91081701.13,4852.833036,20518.0576,308.931,5637,2724,15.27,22048839796,4286926,3389558270
4/25/2017,53.9,93033,1580035,91052368.94,4562.634207,20759.4397,298.308,5897,2803,14.57,21734015245,4281190,3587460558
4/24/2017,53.54,80531,1572073,91021611.13,4545.61926,19854.8535,295.212,5721,2553,15.06,22992421400,4262866,3142866515
4/23/2017,53.03,77073,1562427,90991825.66,4439.491174,20695.5064,298.451,5864,2393,14.67,21898039096,4236509,3017245471
4/22/2017,52.15,73539,1555797,90961334.41,4403.438199,20304.9606,297.111,5792,2429,14.87,22631052480,4242704,3110233611
4/21/2017,51.37,81278,1548026,90931344.09,4388.346666,20064.6867,290.823,5878,2691,14.67,22819358782,4203564,3790138031
4/20/2017,51.96,85450,1536829,90900866.75,4486.866783,19598.4726,283.972,5859,2581,14.67,22480105997,4094391,3408878184
4/19/2017,49.66,85734,1526805,90870444.56,4350.876886,19426.3047,288.751,5718,2664,15.06,22626922333,4090202,3465363718
4/18/2017,52.49,83303,1518090,90840832.38,4531.140719,19532.6738,282.74,5861,2603,14.67,22747420158,4176945,3260252456
4/17/2017,49.52,72546,1509763,90810315.66,4417.921857,18986.8175,275.532,5861,2309,14.73,22255010723,4052528,2751457420
4/16/2017,49.58,70634,1503386,90779668.16,4415.523059,18623.6556,272.581,5820,2220,14.85,22100218538,4064064,2501650359
4/15/2017,49.71,74820,1498803,90749160.97,4477.563602,18356.8933,272.397,5721,2348,15.08,22240477959,4085220,2598033805
4/14/2017,48.5,81155,1492214,90719162.84,4347.262283,18877.3819,271.575,5908,2451,14.62,22257379067,4060714,2852421954
4/13/2017,50.65,84124,1485120,90688173.16,4557.987583,17325.6847,254.806,5798,2589,14.88,22310955741,4042837,2759203997
4/12/2017,46.96,80347,1476683,90657833.31,4227.374767,17672.1498,260.942,5779,2697,14.98,23067711028,4054299,3182442702
4/11/2017,44.21,75891,1466464,90627616.28,3983.083736,17900.816,261.037,5849,2377,14.76,22007626117,4058937,2679717515
4/10/2017,44.17,75487,1460327,90597165.81,3979.027522,17285.4863,255.973,5758,2460,14.97,22330645586,4122521,2760816737
4/9/2017,44.03,74557,1453300,90567128.63,3973.179933,17278.0448,253.175,5797,2358,14.9,21963656913,4081472,2602180314
4/8/2017,44.51,72144,1447313,90536886.59,4024.364609,17605.5606,252.485,5936,2249,14.52,22134943280,4167174,2355623725
4/7/2017,42.25,92846,1440597,90505970.97,3828.402572,17541.6491,249.575,5946,2776,14.47,22133175527,4199878,3272867342
4/6/2017,43.11,95177,1432417,90474896.44,3910.325024,17238.063,248.619,5880,2799,14.65,22774967565,4147633,3183645283
4/5/2017,45.35,87411,1418641,90444172.06,4079.03216,17294.066,246.279,5986,2558,14.41,22438228964,4172167,2984719130
4/4/2017,44.36,86279,1408346,90412936.75,4017.950909,16872.131,240.588,5932,2518,14.49,22335006404,4177144,2864503196
4/3/2017,43.94,100221,1398126,90381881.44,3991.263884,15983.0117,225.778,5979,2788,14.4,22176569227,4275871,3376865972
4/2/2017,48.6,88948,1385185,90350695.19,4384.719237,16718.5386,242.037,5846,2669,14.7,22176202916,4251363,2994651161
4/1/2017,50.6,80572,1374894,90320254.41,4566.592063,16684.6609,239.048,5926,2403,14.51,22145659410,4222081,2573095663
3/31/2017,49.71,103102,1367188,90289403.47,4501.829657,16923.4135,240.139,5971,2949,14.39,22421222086,4186445,3436349297
3/30/2017,51.62,96209,1352837,90258195.19,4672.666765,16508.1931,236.982,5910,2853,14.57,22337722011,4194903,3137212539
3/29/2017,52.88,93064,1338529,90227375.34,4780.246346,16444.6814,232.98,5988,2744,14.36,22264312196,4209754,3116605361
3/28/2017,50.16,84348,1329617,90196107.06,4528.746536,15956.633,229.549,5900,2543,14.61,22247087954,4076318,2829505044
3/27/2017,48.93,94570,1320623,90165551.59,4418.112028,16234.1177,231.657,5951,2896,14.45,22247794560,4067603,3525902049
3/26/2017,50.46,79534,1308803,90134549.41,4552.696091,15592.211,221.175,5981,2375,14.37,22249849693,4055066,2604354268
3/25/2017,50.75,84394,1301464,90103373.94,4571.845194,14850.0107,211.205,5962,2428,14.44,23012529660,4148208,2527232365
3/24/2017,54.01,87775,1291931,90072311.13,4818.868645,14717.153,211,5913,2557,14.54,27441833681,4227395,2802719814
3/23/2017,43.14,82434,1280501,90041470.19,3887.990683,14696.6462,210.879,5914,2513,14.55,22541771175,4204180,2732317738
3/22/2017,41.41,78821,1272509,90010489.25,3739.935828,14303.7526,201.632,6008,2368,14.31,22752454613,4160216,2630501522
3/21/2017,42.45,84298,1264243,89979116.91,3832.210589,14004.9233,199.631,5957,2507,14.46,22401666063,4083835,2722576858
3/20/2017,42.06,80264,1254137,89948100.5,3804.804651,14240.8505,199.408,6066,2316,14.15,22485861954,4094927,2538286690
3/19/2017,43.17,84599,1244923,89916430.19,3880.793127,13381.2912,190.867,5950,2396,14.48,22676654708,4063474,2539978136
3/18/2017,33.65,89920,1236276,89885435.66,3058.801375,13956.1955,197.601,5991,2513,14.36,22588280322,4043895,2680677691
3/17/2017,44.65,106635,1224321,89853953.31,4002.095081,13708.6332,192.81,6046,2880,14.22,27329559604,4039328,3367447756
3/16/2017,45.05,109950,1208579,89822111.44,4068.043427,13093.3706,185.854,5990,3071,14.37,23318234775,4024249,3665163840
3/15/2017,34.8,81205,1190919,89790683.47,3146.265549,13008.71,184.132,5986,2456,14.37,22877843867,4014215,2732822658
3/14/2017,28.66,77155,1180408,89759305.81,2569.808925,12624.5995,179.845,5961,2433,14.43,22958465248,4010738,3113154274
3/13/2017,28.4,81718,1170758,89728090.97,2550.969626,12817.8346,180.235,6040,2452,14.25,23503094188,4013572,3230713433
3/12/2017,23.2,66646,1158864,89696477.22,2087.237025,12404.6584,177.745,5919,2043,14.53,22944292835,4008825,2112935282
3/11/2017,21.3,64803,1151496,89665627.69,1918.844433,12381.3095,175.151,6002,2014,14.35,22822227019,4010983,2121047668
3/10/2017,19.18,65132,1145555,89634392.22,1719.187643,12144.0613,172.946,5953,2190,14.43,25715550291,4009374,2244444377
3/9/2017,17.75,64266,1139420,89603365.19,1586.875597,12105.6647,173.894,5928,2403,14.54,22460423289,4013111,2168001854
3/8/2017,16.51,55386,1132810,89572555.66,1480.634345,12138.6545,170.548,6016,1800,14.29,22717981194,4007589,1749096281
3/7/2017,18.88,62589,1128534,89541229.72,1693.224654,11651.4652,165.933,5978,1963,14.43,22439900327,4006006,1962866259
3/6/2017,19.51,57020,1124705,89510160.97,1760.664866,11736.4413,166.365,5977,1808,14.41,22683379793,4010710,1824348403
3/5/2017,19.35,57031,1120047,89479007.84,1723.365691,11701.7413,163.957,6073,1821,14.18,22459193729,4008611,1890414773
3/4/2017,18.5,58756,1115958,89447445.97,1661.039072,11171.4309,158.696,5985,1860,14.37,22752613012,4012281,1881415432
3/3/2017,19.49,64294,1111646,89416273.31,1740.934841,11419.5855,160.218,6006,2084,14.31,23008036079,4017598,2015645991
3/2/2017,19.02,70779,1104821,89384974.41,1703.677612,10915.3639,152.75,6061,2209,14.2,23609865289,4020666,2278844062
3/1/2017,17.43,59774,1098329,89353343.47,1567.257644,10718.1257,152.61,5958,2235,14.45,27402631555,4019383,2146017149
